path,source_type,provider,created_or_received,tool,source_or_prompt_reference,rights_status,derivative_process
core/src/main/assets/sounds/bukov/gunshot_rifle_mechanical_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,rifle mechanical variant 1 mono 48 kHz PCM16 SHA-256 7a9ea5371b6ae985e43e4656ce7c0f18613e768674e33afda0816a664fd3061b
core/src/main/assets/sounds/bukov/gunshot_rifle_mechanical_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,rifle mechanical variant 2 mono 48 kHz PCM16 SHA-256 34d2ecbe380cd6b7670a62a82b66f1747f400f134ee9e11760f17d021a3da596
core/src/main/assets/sounds/bukov/gunshot_rifle_mechanical_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,rifle mechanical variant 3 mono 48 kHz PCM16 SHA-256 71ec15113c500a20bb99dd3355cbc69cfa37d0c76db791c1d073e87be1a8eb5b
core/src/main/assets/sounds/bukov/gunshot_rifle_body_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,rifle body variant 1 mono 48 kHz PCM16 SHA-256 38b3c94dd964425f603ebd850d1d5a9c895eefdbf612fe897c202588b863bf97
core/src/main/assets/sounds/bukov/gunshot_rifle_body_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,rifle body variant 2 mono 48 kHz PCM16 SHA-256 e50e4671e3a9d966d4d7c0840716a36521b51e5efb58b6a0e5741dc6c1dd874e
core/src/main/assets/sounds/bukov/gunshot_rifle_body_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,rifle body variant 3 mono 48 kHz PCM16 SHA-256 1ea1ee0c5b33c2ec09ade40dfc41ea888631202274c89289080e882f8030f663
core/src/main/assets/sounds/bukov/gunshot_shotgun_mechanical_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,shotgun mechanical variant 1 mono 48 kHz PCM16 SHA-256 a727782d028a8bb20bed85d0bb0afc1856a2e2a59c0b832b322178021746167d
core/src/main/assets/sounds/bukov/gunshot_shotgun_mechanical_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,shotgun mechanical variant 2 mono 48 kHz PCM16 SHA-256 b18d770a73b6f87200ce35f23d2796278f9fc1bac987f9a0de47802016ef256a
core/src/main/assets/sounds/bukov/gunshot_shotgun_mechanical_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,shotgun mechanical variant 3 mono 48 kHz PCM16 SHA-256 fca99a60a19e05ce6c78ca1165c35d05864be948714af5f6d308e0b826668a22
core/src/main/assets/sounds/bukov/gunshot_shotgun_body_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,shotgun body variant 1 mono 48 kHz PCM16 SHA-256 c775550db2d37dbdf1d47917b8fb365e8580a5347dd34d5fb133dcabcf4f4fb0
core/src/main/assets/sounds/bukov/gunshot_shotgun_body_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,shotgun body variant 2 mono 48 kHz PCM16 SHA-256 2c8acce5dd9747269e1ee439a5897330f75586f0453b3718e15de5f96e6373f2
core/src/main/assets/sounds/bukov/gunshot_shotgun_body_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,shotgun body variant 3 mono 48 kHz PCM16 SHA-256 1ea621530b05108e591758228d96ec932be814dca6462e145c3c5fd80b054210
core/src/main/assets/sounds/bukov/gunshot_heavy_mechanical_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,heavy mechanical variant 1 mono 48 kHz PCM16 SHA-256 4097cc2298c8d9c20783da0184455a1480a4350671dbfb0789cdabbe4c61f796
core/src/main/assets/sounds/bukov/gunshot_heavy_mechanical_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,heavy mechanical variant 2 mono 48 kHz PCM16 SHA-256 06c0a531c36f7f741e7695bb4d1e2021afdd5803892032434d3f11942b9d3db4
core/src/main/assets/sounds/bukov/gunshot_heavy_mechanical_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,heavy mechanical variant 3 mono 48 kHz PCM16 SHA-256 d64ab18ad67beb9d7a72b1d85fe86bcc2d762e841167f778d9945d801bbe5e36
core/src/main/assets/sounds/bukov/gunshot_heavy_body_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,heavy body variant 1 mono 48 kHz PCM16 SHA-256 53993456c63854e9e76c7c4c8fcd4911b02c14fc95bce67929be6743a7c07442
core/src/main/assets/sounds/bukov/gunshot_heavy_body_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,heavy body variant 2 mono 48 kHz PCM16 SHA-256 0d1f4dbab1a4db0af76e1efd46947a3272c65b50242192d9510cc2232589fb33
core/src/main/assets/sounds/bukov/gunshot_heavy_body_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,heavy body variant 3 mono 48 kHz PCM16 SHA-256 7310d047c8302cb2534c0f9c858909dd5aec746193a01b7d7fcfcce250cbfef7
core/src/main/assets/sounds/bukov/gunshot_tail_indoor_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,indoor tail variant 1 mono 48 kHz PCM16 SHA-256 76fc29d671b429104d165e377ce2fc996352fcb01db9e638af559d6c14bbcf6f
core/src/main/assets/sounds/bukov/gunshot_tail_indoor_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,indoor tail variant 2 mono 48 kHz PCM16 SHA-256 b2718310c40055d410437523922fd10fbefb9e58b6e1357aa0fb64733d40536a
core/src/main/assets/sounds/bukov/gunshot_tail_indoor_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,indoor tail variant 3 mono 48 kHz PCM16 SHA-256 8e221e92126e1a9b225fee9de0224926e6b4675030e5e6116c5825c016dae0d2
core/src/main/assets/sounds/bukov/gunshot_tail_corridor_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,corridor tail variant 1 mono 48 kHz PCM16 SHA-256 36e51a744e48564fdc4077b452564838b31eac4afb737924f599a4f6b15c6e47
core/src/main/assets/sounds/bukov/gunshot_tail_corridor_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,corridor tail variant 2 mono 48 kHz PCM16 SHA-256 1eb31024b924b7bd448855dbbdf8fd6eafc473540853059da86575909a6fc520
core/src/main/assets/sounds/bukov/gunshot_tail_corridor_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,corridor tail variant 3 mono 48 kHz PCM16 SHA-256 cb535861c6f10254bf1452004df295765a2bbf15c2ab6f2164431b57a948e411
core/src/main/assets/sounds/bukov/gunshot_tail_open_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,open tail variant 1 mono 48 kHz PCM16 SHA-256 4d1e0302e9b23a91cbc8bf56e3f2f0b842bdbc2bdb14a0b38627b9381d5c248e
core/src/main/assets/sounds/bukov/gunshot_tail_open_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,open tail variant 2 mono 48 kHz PCM16 SHA-256 67ba37b204ac37acd5074c225303c8c5252c41dfd150860737f5a9a4988d4be7
core/src/main/assets/sounds/bukov/gunshot_tail_open_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,open tail variant 3 mono 48 kHz PCM16 SHA-256 7279203676453cf1d44d7fa4477a140e17aa32d389cf7023a963698a42f929e4
core/src/main/assets/sounds/bukov/footstep_hard_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,hard-surface footstep variant 1 mono 48 kHz PCM16 SHA-256 2b9c0d8a85914502bedc62a05168c2c32f439787806e815cef55df1a4014794d
core/src/main/assets/sounds/bukov/footstep_hard_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,hard-surface footstep variant 2 mono 48 kHz PCM16 SHA-256 71b90b18a6ceb6fe3cbac900d6b69179e137bd6335dc60ae5616040ff01a2deb
core/src/main/assets/sounds/bukov/footstep_water_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,water-surface footstep variant 1 mono 48 kHz PCM16 SHA-256 6e4f45708cb00f384229ebdd0ccae67f94fedb8bb069f78d49c88dffc68bb71a
core/src/main/assets/sounds/bukov/footstep_water_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,water-surface footstep variant 2 mono 48 kHz PCM16 SHA-256 15a9b7c0ab808b6cd4a4e2ea5d3c9d5779d5f4db2d572b5588965708c9746c23
core/src/main/assets/sounds/bukov/footstep_metal_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,metal-surface footstep variant 1 mono 48 kHz PCM16 SHA-256 b4c6effdfde2306c15adfc78fe9ef01d931bf7e7b6bbf0b4de8d4d7173085d9e
core/src/main/assets/sounds/bukov/footstep_metal_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,metal-surface footstep variant 2 mono 48 kHz PCM16 SHA-256 5a78c3ac9880bc9cfb593ebdf94a8375087510d24a22d2b52d4f8ec9cba05e45
core/src/main/assets/environment/bukov/landmarks_fog_depot.png,project-generated derivative visual,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,fog depot semantic landmarks and signal mast SHA-256 452527912647d38bb93263cd692576a3fec310419c5d9be75b775ba3ac96a993
core/src/main/assets/environment/bukov/tiles_rust_works.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host atlas geometry plus original rust palette and furnace pattern SHA-256 1a4117d0ad0c764a8c1a5981cdcd6b3a612174c554127085d3bd9046d0b2e25e
core/src/main/assets/environment/bukov/water_rust_works.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host water atlas geometry plus original rust palette SHA-256 6f14c2d75e6548b6c052870ad605e96fb79054433150641541954260af980172
core/src/main/assets/environment/bukov/landmarks_rust_works.png,project-generated derivative visual,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,rust works semantic landmarks and exhaust stack SHA-256 aaf0dccc87a2e70a1d16a276d06220fbd1669c8586916ef111131bbd2bbe0415
core/src/main/assets/environment/bukov/tiles_flooded_bunker.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host atlas geometry plus original flooded palette and channel pattern SHA-256 22047d057f4e0f3778f48a4ca59ac1dfcdf19f0eb86ec5449034f44c89c87b76
core/src/main/assets/environment/bukov/water_flooded_bunker.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host water atlas geometry plus original flooded palette SHA-256 d877892c18390ad27e38ef65ee5659ca4837eaed3856121dd882e55a4915c8c2
core/src/main/assets/environment/bukov/landmarks_flooded_bunker.png,project-generated derivative visual,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,flooded bunker semantic landmarks and overhead pipe SHA-256 4a36eb14849b1a74c309bb3307944e776cecd3901525409e74f8b64a2fd527d1
core/src/main/assets/environment/bukov/tiles_container_yard.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host atlas geometry plus original yard palette and container seam pattern SHA-256 9b1bf947df59ece95f853dbea0353836a838b410cb0851c703535b5b25fd871d
core/src/main/assets/environment/bukov/water_container_yard.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host water atlas geometry plus original yard palette SHA-256 f3665c0fce680703eb8a564de38ee8fd699acca4a545aeb9d2194549370aa87a
core/src/main/assets/environment/bukov/landmarks_container_yard.png,project-generated derivative visual,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,container yard semantic landmarks and gantry hook SHA-256 bfe3176f34c0e38b96435b37114eb7cbfd2572b79d4c82871bcf3a36857583c6
core/src/main/assets/environment/bukov/tiles_cold_storage.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host atlas geometry plus original cold palette and service grid pattern SHA-256 1b283fd9544b69095ec472063370c49dbff769d8dd5508805e57adb5cd25dfd9
core/src/main/assets/environment/bukov/water_cold_storage.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host water atlas geometry plus original cold palette SHA-256 e66733b9262b48e174ad4aa13a53f91e0b64bf27c69ce36f8f9782abd792d486
core/src/main/assets/environment/bukov/landmarks_cold_storage.png,project-generated derivative visual,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,cold storage semantic landmarks and cooling fan SHA-256 c8da3aec24d73f12c757b87438ad4ac666a9a7e0b121e481eb85857c5a809c79
core/src/main/assets/environment/bukov/tiles_underground_lab.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host atlas geometry plus original lab palette and circuit pattern SHA-256 a7279c93c59a148cafacfbafbcc458b7f924ac59116bf3b3ffc27a6fc29a0079
core/src/main/assets/environment/bukov/water_underground_lab.png,project-derived visual skin,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,GPL-3.0-or-later inherited project asset,host water atlas geometry plus original lab palette SHA-256 c907889c55e997403d6a133b0bf2cab8f2552cece0dad4ad3b949a8a45b1cb39
core/src/main/assets/environment/bukov/landmarks_underground_lab.png,project-generated derivative visual,Codex,2026-07-24,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,underground lab semantic landmarks and sensor antenna SHA-256 0cb69387c34d99b8626b2113aedfb716a4be60e6e6c01a2cca8b58c499b24577
core/src/main/assets/environment/bukov/overlays_fog_depot.png,project-generated original visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,fog band and depot ambience overlay SHA-256 8d829c066d5ec5797e877ab380470cfab8e877d05862655afbd3dc4be9cd43b5
core/src/main/assets/environment/bukov/overlays_rust_works.png,project-generated original visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,heat teeth and spark ambience overlay SHA-256 fe2be812eb9407961f404bb7ca504f493bc84b8f0078e55dca88b443caeb393a
core/src/main/assets/environment/bukov/overlays_flooded_bunker.png,project-generated original visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,leak and ripple ambience overlay SHA-256 25711beac87fa760a11cb360523d5be696a4358fe48f0af11a92f7259e5ec3b8
core/src/main/assets/environment/bukov/overlays_container_yard.png,project-generated original visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,crack and weed ambience overlay SHA-256 a4455738189edff6f88b3884ea9039b0b7c487b8c2a93591e8b6936de31f00c3
core/src/main/assets/environment/bukov/overlays_cold_storage.png,project-generated original visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,ice crystal and cold mist ambience overlay SHA-256 188a21c013812dfe0d4e620149d8d0e21f5c03a7e71dad300261722e318c9ffc
core/src/main/assets/environment/bukov/overlays_underground_lab.png,project-generated original visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,scanner circuit ambience overlay SHA-256 11cc18dbc73fae3b2b73377f1771c0a2c5487ca189d902b88a53383d884a0962
core/src/main/assets/environment/bukov/theme_visual_contact_sheet.png,project-generated documentation visual,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_theme_visuals.mjs,project original cleared for this repository and its personal builds,six-theme visual review sheet with overlay row SHA-256 cfa1d65217336b852070e06510b07a52f37863c4c35304449ffc0acb07b2febb
core/src/main/assets/interfaces/bukov_ui.png,project-generated original UI atlas,Codex,2026-07-25,deterministic procedural pixel generation,scripts/generate_bukov_ui_atlas.mjs,project original cleared for this repository and its personal builds,Bukov tactical surfaces focus and disabled states four rarity frames eight HUD glyphs eight touch glyphs eleven hub and entry action glyphs seven status icons and two settlement stamps SHA-256 3d6da151240f0eaf4d272211237fb9962ec3cf395545977ccb40d89b1952179e
